"year","doy","Plot","System","organ","mass_g","totC_g","totN_g","CN_ratio","N_prct"
2014,192,24,2,"grain",NA,NA,NA,NA,NA
2014,192,34,2,"grain",NA,NA,NA,NA,NA
2014,192,44,2,"grain",NA,NA,NA,NA,NA
2014,192,11,3,"grain",NA,NA,NA,NA,NA
2014,192,23,3,"grain",NA,NA,NA,NA,NA
2014,192,38,3,"grain",NA,NA,NA,NA,NA
2014,192,48,3,"grain",NA,NA,NA,NA,NA
2014,192,18,4,"grain",NA,NA,NA,NA,NA
2014,192,28,4,"grain",NA,NA,NA,NA,NA
2014,192,37,4,"grain",NA,NA,NA,NA,NA
2014,192,46,4,"grain",NA,NA,NA,NA,NA
2014,204,13,2,"grain",NA,NA,NA,NA,NA
2014,204,24,2,"grain",NA,NA,NA,NA,NA
2014,204,34,2,"grain",NA,NA,NA,NA,NA
2014,204,44,2,"grain",NA,NA,NA,NA,NA
2014,204,11,3,"grain",NA,NA,NA,NA,NA
2014,204,23,3,"grain",NA,NA,NA,NA,NA
2014,204,38,3,"grain",NA,NA,NA,NA,NA
2014,204,48,3,"grain",NA,NA,NA,NA,NA
2014,204,18,4,"grain",NA,NA,NA,NA,NA
2014,204,28,4,"grain",NA,NA,NA,NA,NA
2014,204,37,4,"grain",NA,NA,NA,NA,NA
2014,204,46,4,"grain",NA,NA,NA,NA,NA
2014,214,13,2,"grain",173.3,78.68,3.04,25.87,1.76
2014,214,24,2,"grain",116.3,53.18,2.06,25.86,1.77
2014,214,34,2,"grain",101.2,45.94,1.7,27.03,1.68
2014,214,44,2,"grain",114.3,52.08,1.99,26.12,1.74
2014,214,11,3,"grain",128.5,58.95,2.28,25.85,1.78
2014,214,23,3,"grain",175.7,79.91,2.84,28.16,1.62
2014,214,38,3,"grain",136.8,62.04,2.43,25.5,1.779
2014,214,48,3,"grain",109.4,49.76,1.85,26.84,1.695
2014,214,18,4,"grain",152.2,69.43,2.45,28.36,1.609
2014,214,28,4,"grain",140,63.43,2.49,25.48,1.778
2014,214,37,4,"grain",153.6,71.42,2.83,25.21,1.85
2014,214,46,4,"grain",102.6,46.63,1.53,30.5,1.49
2014,229,13,2,"grain",409.8186519,188.6395255,4.950609315,38.10430464,1.208
2014,229,24,2,"grain",338.3743308,155.8213793,3.891304804,40.04347826,1.15
2014,229,34,2,"grain",371.5104699,170.1146442,4.354102707,39.06996587,1.172
2014,229,44,2,"grain",382.9941583,175.3347257,3.96781948,44.18918919,1.036
2014,229,11,3,"grain",383.1694818,175.3000379,3.567691045,49.13543121,0.9311
2014,229,23,3,"grain",435.7665281,199.18888,4.850081457,41.06918239,1.113
2014,229,38,3,"grain",363.5332512,166.607289,4.347857685,38.31939799,1.196
2014,229,48,3,"grain",425.2471188,195.9113476,5.013663531,39.0754877,1.179
2014,229,18,4,"grain",402.8933742,183.8402466,4.37139311,42.05529954,1.085
2014,229,28,4,"grain",382.3805261,175.0920429,4.305604724,40.6660746,1.126
2014,229,37,4,"grain",396.2310817,181.2360967,4.65967752,38.89455782,1.176
2014,229,46,4,"grain",435.0652341,198.6942924,4.550782349,43.66156788,1.046
